1,767471,true
2,620299,true
3,874384,true
4,291481,true
5,990803,true
6,551013,true
7,445037,true
8,604571,true
9,58025,true
10,844457,true
11,118341,true
12,302439,true
13,632520,true
14,881017,true
15,859918,true
16,984371,true
17,68704,true
18,191014,true
19,709444,true
20,59043,true
21,714589,true
22,446762,true
23,150025,true
24,570576,true
25,514900,true
26,705977,true
27,270065,true
28,255538,true
29,459364,true
30,425780,true
31,63471,true
32,535745,true
33,803393,true
34,297830,true
35,926422,true
36,718046,true
37,829502,true
38,175090,true
39,412379,true
40,71847,true
41,458020,true
42,555352,true
43,740526,true
44,428023,true
45,472679,true
46,793344,true
47,812589,true
48,233101,true
49,915739,true
50,256555,true
51,556300,true
52,865054,true
53,533307,true
54,222068,true
55,196537,true
56,573050,true
57,982277,true
58,880505,true
59,686405,true
60,601496,true
61,272293,true
62,898089,true
63,565704,true
64,741417,true
65,246292,true
66,169304,true
67,855517,true
68,741431,true
69,824211,true
70,91316,true
71,288639,true
72,332817,true
73,89492,true
74,658969,true
75,798879,true
76,973208,true
77,817907,true
78,667462,true
79,112176,true
80,730340,true
81,870803,true
82,272755,true
83,607995,true
84,394344,true
85,680839,true
86,911184,true
87,933615,true
88,232620,true
89,601828,true
90,391622,true
91,759302,true
92,403783,true
93,285039,true
94,633561,true
95,825446,true
96,889545,true
97,387674,true
98,13513,true
99,553315,true
100,257473,true
101,543809,true
102,52018,true
103,462746,true
104,933835,true
105,913114,true
106,5739,true
107,961890,true
108,72984,true
109,829779,true
110,386941,true
111,20041,true
112,516006,true
113,319991,true
114,279391,true
115,68203,true
116,817768,true
117,68391,true
118,137481,true
119,414289,true
120,305089,true
121,255589,true
122,239322,true
123,527634,true
124,647930,true
125,325510,true
126,311696,true
127,627599,true
128,178782,true
129,873963,true
130,915032,true
131,285800,true
132,758023,true
133,33081,true
134,333815,true
135,858595,true
136,808985,true
137,558715,true
138,457240,true
139,686981,true
140,816640,true
141,519995,true
142,476934,true
143,568380,true
144,273441,true
